partType,name,image,url,sizeType,storageType,brand,socket,speed,coreCount,threadCount,power,VRAM,resolution,size,space,productId,precio_ficticio,price_category
gpu,Gigabyte AORUS MASTER GeForce RTX 4070 Ti 12 GB Video Card (GV-N407TAORUS M-12GD),https://cdna.pcpartpicker.com/static/forever/images/product/43f35e7ea8ff73693c4934005b0697d1.256p.jpg,https://pcpartpicker.com/product/PRpzK8/gigabyte-aorus-master-geforce-rtx-4070-ti-12-gb-video-card-gv-n407taorus-m-12gd,,,NVIDIA,,,,,250.0,12.0,1440p,,,4427,3060.8639029009405,muy caro
psu,Super Flower LEADEX VII XG 1000 W 80+ Gold Certified Fully Modular ATX Power Supply (SF-1000F14XG),https://cdna.pcpartpicker.com/static/forever/images/product/9a2a26333f0bbcb4d60377c747686cb4.256p.jpg,https://pcpartpicker.com/product/9MV2FT/super-flower-leadex-vii-xg-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14xg,ATX,,,,,,,1000.0,,,,,11463,189.82102767561508,caro
storage,"Seagate Momentus 500 GB 2.5"" 5400 RPM Internal Hard Drive (ST905003N1A1AS-RK)",https://m.media-amazon.com/images/I/41yxedleAxL.jpg,https://pcpartpicker.com/product/tRmLrH/seagate-internal-hard-drive-st905003n1a1asrk,,HDD,,,,,,,,,,500.0,13333,134.0195165095025,barato
memory,G.Skill Ripjaws Z 16 GB (4 x 4 GB) DDR3-1866 CL9 Memory (F3-14900CL9Q-16GBZL),https://images-na.ssl-images-amazon.com/images/I/41MfHpRX1CL.jpg,https://pcpartpicker.com/product/RBK7YJ/gskill-memory-f314900cl9q16gbzl,,DDR3,,,,,,,,,16.0,,5883,182.15632526143133,caro
storage,"Seagate ST500LM021 500 GB 2.5"" 7200 RPM Internal Hard Drive (ST500LM021)",https://cdna.pcpartpicker.com/static/forever/images/product/923df78bd39bd4f885f4f98a36930223.256p.jpg,https://pcpartpicker.com/product/H7ckcf/seagate-internal-hard-drive-st500lm021,,HDD,,,,,,,,,,500.0,13257,130.2121732121006,barato
gpu,Asus DUAL GeForce GTX 1050 Ti 4 GB Video Card (DUAL-GTX1050TI-4G),https://images-na.ssl-images-amazon.com/images/I/51VIqTTZ4xL.jpg,https://pcpartpicker.com/product/MndFf7/asus-geforce-gtx-1050-ti-4gb-dual-video-card-dual-gtx1050ti-4g,,,NVIDIA,,,,,75.0,4.0,1080p,,,2989,289.73202921264755,barato
motherboard,MSI H270 Gaming Pro Carbon ATX LGA1151 Motherboard (H270 Gaming Pro Carbon),https://m.media-amazon.com/images/I/511HIBbSrEL.jpg,https://pcpartpicker.com/product/34KhP6/msi-h270-gaming-pro-carbon-atx-lga1151-motherboard-h270-gaming-pro-carbon,ATX,,Intel,LGA 1151,,,,,,,,,7539,129.9055123915315,barato
psu,be quiet! System Power 10 650 W 80+ Bronze Certified ATX Power Supply (BN328),https://cdna.pcpartpicker.com/static/forever/images/product/62626498104ab694ca38b6996eb58acb.256p.jpg,https://pcpartpicker.com/product/ZcWzK8/be-quiet-system-power-10-650-w-80-bronze-certified-atx-power-supply-bn328,ATX,,,,,,,650.0,,,,,10374,53.309379200820615,barato
motherboard,Asus PRIME X570-P/CSM ATX AM4 Motherboard (PRIME X570-P/CSM),https://cdna.pcpartpicker.com/static/forever/images/product/0d685a972a9d82f027167d823ab20ea9.256p.jpg,https://pcpartpicker.com/product/MvQfrH/asus-prime-x570-pcsm-atx-am4-motherboard-prime-x570-pcsm,ATX,,AMD,AM4,,,,,,,,,9261,136.26177283913051,barato
motherboard,MSI 970 GAMING ATX AM3+ Motherboard (970 GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/cd011b766e4aedd0138557d93f7ee646.256p.jpg,https://pcpartpicker.com/product/m2qdnQ/msi-motherboard-970gaming,ATX,,AMD,AM3,,,,,,,,,8811,50.88939693067718,barato
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory (CMK16GX4M2D3600C16),https://cdna.pcpartpicker.com/static/forever/images/product/a6bc524a20044391ce45243b01ea1694.256p.jpg,https://pcpartpicker.com/product/6cZzK8/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-cmk16gx4m2d3600c16,,DDR4,,,,,,,,,16.0,,6007,63.58234459261184,barato
psu,XFX P1-650X-CAG9 650 W 80+ Bronze Certified Fully Modular ATX Power Supply (P1-650X-CAG9),https://m.media-amazon.com/images/I/51xwxE7guTL.jpg,https://pcpartpicker.com/product/mZyFf7/xfx-power-supply-p1650xcag9,ATX,,,,,,,650.0,,,,,10638,65.60123859421088,barato
cpu,AMD Athlon II X2 260 3.2 GHz Dual-Core OEM/Tray Processor (ADX260OCK23GM),https://cdna.pcpartpicker.com/static/forever/images/product/354edccd6a72338e6ea9ae3e2c4b7ce1.256p.jpg,https://pcpartpicker.com/product/XDLypg/amd-cpu-adx260ock23gm,,,AMD,AM3,3.2,2.0,2.0,65.0,,,,,2719,196.6734169430961,barato
psu,Rosewill G550 550 W 80+ Gold Certified Semi-modular ATX Power Supply (Capstone G550),https://cdna.pcpartpicker.com/static/forever/images/product/3b237d811870a1f0385c367842eacec2.256p.jpg,https://pcpartpicker.com/product/Xgwqqs/rosewill-capstone-550-w-80-gold-certified-semi-modular-atx-power-supply-capstone-g550,ATX,,,,,,,550.0,,,,,10120,180.83625744795603,caro
memory,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory (F5-6000J3636F16GX2-TZ5NR),https://cdna.pcpartpicker.com/static/forever/images/product/a4cecff25f58230f3fbae1903d711e49.256p.jpg,https://pcpartpicker.com/product/PBM48d/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5nr,,DDR5,,,,,,,,,32.0,,6675,39.216568194427346,barato
memory,Kingston HyperX Beast 32 GB (4 x 8 GB) DDR3-1866 CL10 Memory (KHX18C10AT3K4/32X),https://cdna.pcpartpicker.com/static/forever/images/product/28dfc3c4127b5e0f158876cac1df6fc8.256p.jpg,https://pcpartpicker.com/product/GdBv6h/kingston-memory-khx18c10at3k432x,,DDR3,,,,,,,,,32.0,,5541,54.86205882852998,barato
motherboard,MSI MAG B550 TOMAHAWK MAX WIFI ATX AM4 Motherboard (MAG B550 TOMAHAWK MAX WIFI),https://cdna.pcpartpicker.com/static/forever/images/product/cf20560e7e4a9e474fcb4c88238e4ffd.256p.jpg,https://pcpartpicker.com/product/MfZ9TW/msi-mag-b550-tomahawk-max-wifi-atx-am4-motherboard-mag-b550-tomahawk-max-wifi,ATX,,AMD,AM4,,,,,,,,,8968,60.086595292960325,barato
memory,TEAMGROUP Elite 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory (TED34G1600C1101),https://cdna.pcpartpicker.com/static/forever/images/product/d22447e3c65c386657bab7a2a5597f5b.256p.jpg,https://pcpartpicker.com/product/mxrcCJ/team-memory-ted34g1600c1101,,DDR3,,,,,,,,,4.0,,5528,51.1266187786579,barato
memory,G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory (F4-3600C16D-16GTZNC),https://cdna.pcpartpicker.com/static/forever/images/product/d62078e82b57dca6362b1485f39e1064.256p.jpg,https://pcpartpicker.com/product/JgLwrH/gskill-trident-z-neo-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-f4-3600c16d-16gtznc,,DDR4,,,,,,,,,16.0,,6042,55.12723014211282,barato
storage,TEAMGROUP MP34Q 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TM8FPJ2000G0C101),https://cdna.pcpartpicker.com/static/forever/images/product/dd425249dfaffd9462053f5dd33a1fb0.256p.jpg,https://pcpartpicker.com/product/dq7G3C/teamgroup-mp34q-2-tb-m2-2280-nvme-solid-state-drive-tm8fpj2000g0c101,,NVME,,,,,,,,,,2000.0,12660,143.64955474597912,barato
motherboard,ASRock A520M Pro4 Micro ATX AM4 Motherboard (A520M Pro4),https://cdna.pcpartpicker.com/static/forever/images/product/7e7bdad3a3eb9ab8d62dea6d6cd5d268.256p.jpg,https://pcpartpicker.com/product/2pwkcf/asrock-a520m-pro4-micro-atx-am4-motherboard-a520m-pro4,ATX,,AMD,AM4,,,,,,,,,9107,51.341402936449875,barato
psu,CoolMax ZP-750B 750 W 80+ Bronze Certified Semi-modular ATX Power Supply (ZP-750B),https://images-na.ssl-images-amazon.com/images/I/31gV8M8bemL.jpg,https://pcpartpicker.com/product/JyMFf7/coolmax-power-supply-zp750b,ATX,,,,,,,750.0,,,,,11097,74.8554597289934,barato
gpu,Gigabyte WINDFORCE OC GeForce RTX 2070 SUPER 8 GB Video Card (GV-N207SWF3OC-8GC),https://cdna.pcpartpicker.com/static/forever/images/product/231e49abaa7271dee194ce2bff314c50.256p.jpg,https://pcpartpicker.com/product/RqsnTW/gigabyte-geforce-rtx-2070-super-8-gb-windforce-oc-video-card-gv-n207swf3oc-8gc,,,NVIDIA,,,,,200.0,8.0,1080p,,,3616,326.02828377582296,intermedio
storage,Mushkin Vortex Redline 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (MKNSSDVT1TB-D8),https://cdna.pcpartpicker.com/static/forever/images/product/5bb278af752a8e7b7ff95b5275727d9e.256p.jpg,https://pcpartpicker.com/product/tVvdnQ/mushkin-vortex-redline-1-tb-m2-2280-nvme-solid-state-drive-mknssdvt1tbd8,,NVME,,,,,,,,,,1000.0,12192,458.31265993944544,caro
storage,"Western Digital RE4 250 GB 3.5"" 7200 RPM Internal Hard Drive (WD2503ABYX)",https://images-na.ssl-images-amazon.com/images/I/51dO-6XBFAL.jpg,https://pcpartpicker.com/product/nYGkcf/western-digital-internal-hard-drive-wd2503abyx,,HDD,,,,,,,,,,250.0,13220,80.32870718724382,barato
storage,Seagate FireCuda 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ZP1000GM30011),https://cdna.pcpartpicker.com/static/forever/images/product/11361d2f26ea6a8d456b6a3cf1cf8b67.256p.jpg,https://pcpartpicker.com/product/hJxbt6/seagate-firecuda-1-tb-m2-2280-nvme-solid-state-drive-zp1000gm30011,,NVME,,,,,,,,,,1000.0,12298,65.34852540223075,barato
memory,Corsair Vengeance RGB Pro 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory (CMW64GX4M2D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/5f09867b54e9ad932b4dd1bc767f6238.256p.jpg,https://pcpartpicker.com/product/LPK2FT/corsair-vengeance-rgb-pro-64-gb-2-x-32-gb-ddr4-3600-memory-cmw64gx4m2d3600c18,,DDR4,,,,,,,,,64.0,,6172,39.53453262822265,barato
storage,Gigabyte AORUS Gen4 7000s Premium 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (GP-AG70S2TB-P),https://m.media-amazon.com/images/I/41DP1e4eQrS.jpg,https://pcpartpicker.com/product/TnVmP6/gigabyte-aorus-gen4-7000s-premium-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-gp-ag70s2tb-p,,NVME,,,,,,,,,,2000.0,12617,355.58689291338266,caro
gpu,PowerColor Red Devil Limited Edition Radeon RX 6900 XT 16 GB Video Card (AXRX 6900XT 16GBD6-2DHCE/OC),https://cdna.pcpartpicker.com/static/forever/images/product/e24e530e0f9bfeb18526cac795544654.256p.jpg,https://pcpartpicker.com/product/DxhmP6/powercolor-radeon-rx-6900-xt-16-gb-red-devil-limited-edition-video-card-axrx-6900xt-16gbd6-2dhceoc,,,AMD,,,,,300.0,16.0,4K,,,5346,384.65403180374034,intermedio
motherboard,Gigabyte GA-990FXA-UD3 ATX AM3+ Motherboard (GA-990FXA-UD3),https://images-na.ssl-images-amazon.com/images/I/61h%2BpZc-GKL.jpg,https://pcpartpicker.com/product/CQH323/gigabyte-motherboard-ga990fxaud3,ATX,,AMD,AM3,,,,,,,,,8818,115.40359063185478,barato
psu,LEPA B550-MB 550 W 80+ Bronze Certified Semi-modular ATX Power Supply (B550-MB),https://m.media-amazon.com/images/I/41OJbfngsML.jpg,https://pcpartpicker.com/product/cLtCmG/lepa-power-supply-b550mb,ATX,,,,,,,550.0,,,,,10168,55.48794901740955,barato
gpu,Palit StormX GeForce RTX 3050 8GB 8 GB Video Card (NE63050019P1-190AF),https://cdna.pcpartpicker.com/static/forever/images/product/2dba4d3d3ceec0cc893f79a4bc4e50f9.256p.jpg,https://pcpartpicker.com/product/9Y7G3C/palit-geforce-rtx-3050-8gb-8-gb-stormx-video-card-ne63050019p1-190af,,,NVIDIA,,,,,130.0,8.0,1080p,,,3838,611.8258598756669,caro
memory,Klevv Urbane 16 GB (2 x 8 GB) DDR3-1866 CL9 Memory (KM3U8GX2C-1866-09-10-09-27-0),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/sHx9TW/klevv-memory-km3u8gx2c1866091009270,,DDR3,,,,,,,,,16.0,,5915,55.591736579755555,barato
storage,"Seagate Constellation ES 500 GB 3.5"" 7200 RPM Internal Hard Drive (ST3500514NS)",https://images-na.ssl-images-amazon.com/images/I/41DOvqfhWkL.jpg,https://pcpartpicker.com/product/xK9KHx/seagate-internal-hard-drive-st3500514ns,,HDD,,,,,,,,,,500.0,13315,101.53183249549264,barato
memory,Corsair Vengeance RGB Pro SL 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory (CMH32GX4M4D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/0b28b6bd87727602f485d15867d6a9a4.256p.jpg,https://pcpartpicker.com/product/6XmFf7/corsair-vengeance-rgb-pro-sl-32-gb-4-x-8-gb-ddr4-3600-cl18-memory-cmh32gx4m4d3600c18,,DDR4,,,,,,,,,32.0,,6369,47.22190045519969,barato
motherboard,ASRock Fatal1ty X470 Gaming-ITX/ac Mini ITX AM4 Motherboard (X470 Gaming-ITX/ac),https://cdna.pcpartpicker.com/static/forever/images/product/b9c0d7468cf651f2551a9b88e9867871.256p.jpg,https://pcpartpicker.com/product/f7GxFT/asrock-fatal1ty-x470-gaming-itxac-mini-itx-am4-motherboard-x470-gaming-itxac,ITX,,AMD,AM4,,,,,,,,,9393,121.9469298264357,barato
storage,Kingston Fury Renegade with Heat Sink 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (SFYRDK/2000G),https://cdna.pcpartpicker.com/static/forever/images/product/fffe1ba051b880e726abe0550d5fe502.256p.jpg,https://pcpartpicker.com/product/Csytt6/kingston-fury-renegade-with-heat-sink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sfyrdk2000g,,NVME,,,,,,,,,,2000.0,12520,96.94547237707128,barato
psu,SeaSonic G 650 W 80+ Gold Certified Semi-modular ATX Power Supply (SSR-650RM),https://m.media-amazon.com/images/I/51lhbcpSgtL.jpg,https://pcpartpicker.com/product/R7V48d/seasonic-power-supply-ssr650rm,ATX,,,,,,,650.0,,,,,10500,235.36978061251,caro
motherboard,Asus ROG STRIX Z370-G GAMING (WI-FI AC) Micro ATX LGA1151 Motherboard (STRIX Z370-G GAMING (WI-FI AC)),https://cdna.pcpartpicker.com/static/forever/images/product/710cb362e01f53f1cef163dab6c4575c.256p.jpg,https://pcpartpicker.com/product/GPbkcf/asus-rog-strix-z370-g-gaming-wi-fi-ac-micro-atx-lga1151-motherboard-strix-z370-g-gaming-wi-fi-ac,ATX,,Intel,LGA 1151,,,,,,,,,7275,69.00006389743348,barato
storage,"Seagate Constellation ES.3 1 TB 3.5"" 7200 RPM Internal Hard Drive (ST1000NM0053)",https://images-na.ssl-images-amazon.com/images/I/41laERt3kQL.jpg,https://pcpartpicker.com/product/9YV48d/seagate-internal-hard-drive-st1000nm0053,,HDD,,,,,,,,,,1000.0,13548,89.64649109496149,barato
motherboard,Asus ROG STRIX B560-E GAMING WIFI ATX LGA1200 Motherboard (ROG STRIX B560-E GAMING WIFI),https://cdna.pcpartpicker.com/static/forever/images/product/3c74c7d690ca66e96c9efa311dcc8c0e.256p.jpg,https://pcpartpicker.com/product/PCddnQ/asus-rog-strix-b560-e-gaming-wifi-atx-lga1200-motherboard-rog-strix-b560-e-gaming-wifi,ATX,,Intel,LGA 1200,,,,,,,,,7987,96.21833180980717,barato
gpu,Inno3D AX Gaming X3W GeForce RTX 4080 16 GB Video Card (835168002944),https://cdna.pcpartpicker.com/static/forever/images/product/5181561d9ead6b92b05364e2d51242e5.256p.jpg,https://pcpartpicker.com/product/jTYRsY/inno3d-ax-gaming-x3w-geforce-rtx-4080-16-gb-video-card-835168002944,,,NVIDIA,,,,,350.0,16.0,4K,,,4764,2305.3794356238477,muy caro
storage,"Toshiba MK2565GSX 250 GB 2.5"" 5400 RPM Internal Hard Drive (MK2565GSX)",https://m.media-amazon.com/images/I/41xfNZp0vVL.jpg,https://pcpartpicker.com/product/HX6BD3/toshiba-internal-hard-drive-mk2565gsx,,HDD,,,,,,,,,,250.0,13198,69.17838910757271,barato
storage,"Samsung Spinpoint F1 RAID 500 GB 3.5"" 7200 RPM Internal Hard Drive (HE502IJ)",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/pqfp99/samsung-internal-hard-drive-he502ij,,HDD,,,,,,,,,,500.0,13373,60.84270187788715,barato
psu,CoolMax CA-400 400 W ATX Power Supply (CA-400),https://images-na.ssl-images-amazon.com/images/I/51ZaJwAoO0L.jpg,https://pcpartpicker.com/product/gmckcf/coolmax-power-supply-ca400,ATX,,,,,,,400.0,,,,,9683,69.68565124919745,barato
memory,Corsair Vengeance RGB 96 GB (2 x 48 GB) DDR5-5600 CL40 Memory (CMH96GX5M2B5600C40),https://cdna.pcpartpicker.com/static/forever/images/product/7e42ecfdfa4ab12b85c98c6865c66c58.256p.jpg,https://pcpartpicker.com/product/2Yrqqs/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-5600-cl40-memory-cmh96gx5m2b5600c40,,DDR5,,,,,,,,,96.0,,6834,41.25263186350093,barato
psu,Corsair AX1500i 240V 1500 W 80+ Titanium Certified Fully Modular ATX Power Supply (CP-9020100-AU),https://cdna.pcpartpicker.com/static/forever/images/product/4c6dde07f940afa98f95a763a366045e.256p.jpg,https://pcpartpicker.com/product/zKL7YJ/corsair-1500w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020100-au,ATX,,,,,,,1500.0,,,,,11823,68.29962426654427,barato
storage,"Seagate Exos 7E8 4Kn 2 TB 3.5"" 7200 RPM Internal Hard Drive (ST2000NM002A)",https://cdna.pcpartpicker.com/static/forever/images/product/fb3504a458e4eac13f1f566f2bb3526a.256p.jpg,https://pcpartpicker.com/product/x8QcCJ/seagate-exos-7e8-4kn-2-tb-35-7200rpm-internal-hard-drive-st2000nm002a,,HDD,,,,,,,,,,2000.0,13998,86.14241389464266,barato
gpu,PowerColor Red Devil Limited Edition Radeon RX 6800 XT 16 GB Video Card (AXRX 6800XT 16GBD6-2DHCE/OC),https://cdna.pcpartpicker.com/static/forever/images/product/48cff4b199aca94cc2ef80a3e62eb846.256p.jpg,https://pcpartpicker.com/product/KqK2FT/powercolor-radeon-rx-6800-xt-16-gb-red-devil-limited-edition-video-card-axrx-6800xt-16gbd6-2dhceoc,,,AMD,,,,,300.0,16.0,1440p/4K,,,5317,419.28712281861993,intermedio
psu,Antec NeoECO Gold ZEN 500 W 80+ Gold Certified ATX Power Supply (NE500G ZEN),https://cdna.pcpartpicker.com/static/forever/images/product/b018b2e29b9b2f83a620a99af8471c78.256p.jpg,https://pcpartpicker.com/product/zphmP6/antec-neoeco-gold-zen-500-w-80-gold-certified-atx-power-supply-ne500g-zen,ATX,,,,,,,500.0,,,,,9821,216.54937919828626,caro
motherboard,Gigabyte A620M C Micro ATX AM5 Motherboard (A620M C),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/vx26Mp/gigabyte-a620m-c-micro-atx-am5-motherboard-a620m-c,ATX,,AMD,AM5,,,,,,,,,9509,71.40397199216847,barato
storage,Corsair MP600 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (CSSD-F2000GBMP600R2),https://cdna.pcpartpicker.com/static/forever/images/product/c1c8a2323f2c0acdfa387f8c051fc31f.256p.jpg,https://pcpartpicker.com/product/QkNxFT/corsair-mp600-2-tb-m2-2280-nvme-solid-state-drive-cssd-f2000gbmp600r2,,NVME,,,,,,,,,,2000.0,12494,120.63192537516156,barato
memory,Kingston KHX2133C11D3W1K2/8GX 8 GB (2 x 4 GB) DDR3-2133 CL11 Memory (KHX2133C11D3W1K2/8GX),https://m.media-amazon.com/images/I/41gIOLCj1RL.jpg,https://pcpartpicker.com/product/3Hckcf/kingston-memory-khx2133c11d3w1k28gx,,DDR3,,,,,,,,,8.0,,5750,57.10689389408512,barato
gpu,Zotac AMP GeForce GTX 1070 Ti 8 GB Video Card (ZT-P10710C-10P),https://cdna.pcpartpicker.com/static/forever/images/product/7a7a3ee9e2145c372747b7ac4bcb32f0.256p.jpg,https://pcpartpicker.com/product/fVqbt6/zotac-geforce-gtx-1070-ti-8gb-amp-edition-video-card-zt-p10710c-10p,,,NVIDIA,,,,,150.0,8.0,1080p,,,3362,209.38539888254135,barato
gpu,Gigabyte AORUS GeForce RTX 2070 SUPER 8 GB Video Card (GV-N207SAORUS-8GC),https://cdna.pcpartpicker.com/static/forever/images/product/5588142ff0055cdb466fa0c08c33ec6b.256p.jpg,https://pcpartpicker.com/product/XJxbt6/gigabyte-geforce-rtx-2070-super-8-gb-aorus-video-card-gv-n207saorus-8gc,,,NVIDIA,,,,,200.0,8.0,1080p,,,3613,346.6120023638329,intermedio
storage,"TEAMGROUP AX2 2 TB 2.5"" Solid State Drive (T253A3002T0C101)",https://m.media-amazon.com/images/I/41p3ouVuLrL.jpg,https://pcpartpicker.com/product/3RKKHx/team-ax2-2-tb-25-solid-state-drive-t253a3002t0c101,,SATA,,,,,,,,,,2000.0,13059,149.34323837922966,barato
psu,Corsair CXM 750 W 80+ Bronze Certified Semi-modular ATX Power Supply (CX750M),https://cdna.pcpartpicker.com/static/forever/images/product/23a8f923c23d6de30026d889136bf175.256p.jpg,https://pcpartpicker.com/product/CVkD4D/corsair-power-supply-cx750m,ATX,,,,,,,750.0,,,,,10838,88.2932495315724,barato
memory,G.Skill Trident Z 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory (F5-6000J3040F16GA2-TZ5K),https://cdna.pcpartpicker.com/static/forever/images/product/3cb7bb1bbf82eed8c0fbd664de7d1543.256p.jpg,https://pcpartpicker.com/product/qfXJ7P/gskill-trident-z-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16ga2-tz5k,,DDR5,,,,,,,,,32.0,,6785,31.399056681094347,barato
gpu,Gainward Pegasus OC (DVI) GeForce GTX 1650 G5 4 GB Video Card (426018336-4450),https://cdna.pcpartpicker.com/static/forever/images/product/2328902b651a8f430063d795d6bd2cf8.256p.jpg,https://pcpartpicker.com/product/zYyV3C/gainward-geforce-gtx-1650-4-gb-pegasus-oc-dvi-video-card-426018336-4450,,,NVIDIA,,,,,75.0,4.0,1080p,,,3084,279.7049731909375,barato
motherboard,MSI 870U-G55 ATX AM3 Motherboard (870U-G55),https://images-na.ssl-images-amazon.com/images/I/51M2p6nBbTL.jpg,https://pcpartpicker.com/product/9Hg323/msi-motherboard-870ug55,ATX,,AMD,AM3,,,,,,,,,8762,94.97005906549882,barato
cpu,AMD Athlon II X4 640 3 GHz Quad-Core Processor (ADX640WFGMBOX),https://m.media-amazon.com/images/I/31Fi6fF0o8L.jpg,https://pcpartpicker.com/product/WhXfrH/amd-cpu-adx640wfgmbox,,,AMD,AM3,3.0,4.0,4.0,95.0,,,,,2747,134.84896675382086,barato
gpu,KFA2 EX White (1-Click OC) GeForce RTX 3070 LHR 8 GB Video Card (37NSL6MD2HBK),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/98mmP6/kfa2-geforce-rtx-3070-lhr-8-gb-ex-white-1-click-oc-video-card-37nsl6md2hbk,,,NVIDIA,,,,,300.0,8.0,1440p,,,4361,530.6258219352169,caro
motherboard,ASRock H410M-ITX/ac Mini ITX LGA1200 Motherboard (H410M-ITX/ac),https://cdna.pcpartpicker.com/static/forever/images/product/01474866ff29a39312df5b76720d4b0f.256p.jpg,https://pcpartpicker.com/product/PY7p99/asrock-h410m-itxac-mini-itx-lga1200-motherboard-h410m-itxac,ITX,,Intel,LGA 1200,,,,,,,,,8151,66.48777930587987,barato
motherboard,MSI PRO B760M-P Micro ATX LGA1700 Motherboard (PRO B760M-P),https://cdna.pcpartpicker.com/static/forever/images/product/137ad64d79a4c297a240af43d1c16379.256p.jpg,https://pcpartpicker.com/product/k7XV3C/msi-pro-b760m-p-micro-atx-lga1700-motherboard-pro-b760m-p,ATX,,Intel,LGA 1700,,,,,,,,,8314,100.10102834328328,barato
storage,"Hitachi Ultrastar Archive Ha10 10 TB 3.5"" 7200 RPM Internal Hard Drive (HMH7210A0AL4600)",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/HnL7YJ/hitachi-internal-hard-drive-hmh7210a0al4600,,HDD,,,,,,,,,,1000.0,13829,122.6866063742138,barato
memory,G.Skill Ripjaws X 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory (F3-2400C11D-8GXM),https://m.media-amazon.com/images/I/51uAodLw5kL.jpg,https://pcpartpicker.com/product/Q9V48d/gskill-memory-f32400c11d8gxm,,DDR3,,,,,,,,,8.0,,5609,41.45466884842888,barato
motherboard,MSI Z270 GAMING PRO ATX LGA1151 Motherboard (Z270 GAMING PRO),https://m.media-amazon.com/images/I/51OswjVciBL.jpg,https://pcpartpicker.com/product/LkKhP6/msi-z270-gaming-pro-atx-lga1151-motherboard-z270-gaming-pro,ATX,,Intel,LGA 1151,,,,,,,,,7476,122.389795920325,barato
memory,Thermaltake TOUGHRAM RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (R009D408GX2-3600C18B),https://cdna.pcpartpicker.com/static/forever/images/product/26e970300d47b63991403006fe1540fa.256p.jpg,https://pcpartpicker.com/product/fcgQzy/thermaltake-toughram-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-r009d408gx2-3600c18b,,DDR4,,,,,,,,,16.0,,6413,48.96621376939312,barato
gpu,Inno3D iChill X3 GeForce RTX 3080 12GB LHR 12 GB Video Card (C30803-126XX-1810VA37H),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/WhxRsY/inno3d-geforce-rtx-3080-12gb-lhr-12-gb-ichill-x3-video-card-c30803-126xx-1810va37h,,,NVIDIA,,,,,320.0,12.0,4K,,,4654,664.0264729195314,caro
gpu,Asus DUAL EVO OC V2 GeForce RTX 2070 8 GB Video Card (DUAL-RTX2070-O8G-EVO-V2),https://cdna.pcpartpicker.com/static/forever/images/product/d469b4b978e92d5a55cc2fbe73b20990.256p.jpg,https://pcpartpicker.com/product/LdcRsY/asus-geforce-rtx-2070-8-gb-dual-evo-oc-v2-video-card-dual-rtx2070-o8g-evo-v2,,,NVIDIA,,,,,200.0,8.0,1080p,,,3659,431.15583399021926,intermedio
psu,be quiet! Dark Power Pro 11 1200 W 80+ Platinum Certified Semi-modular ATX Power Supply (BN255),https://cdna.pcpartpicker.com/static/forever/images/product/ce16ba861ee5d43e9c886344311ae0d9.256p.jpg,https://pcpartpicker.com/product/mgwqqs/be-quiet-power-supply-bn255,ATX,,,,,,,1200.0,,,,,11721,282.47474149971544,muy caro
